,token_id,type,height,segments,spectrum,color_spread,steps_between,color_direction
4817,4817,Normal,3,18,Normal,35,200,Forward
4818,4818,Slinky,3,13,Normal,35,50,Forward
4819,4819,Normal,3,13,Normal,13,200,Reverse
4820,4820,Normal,3,19,Normal,49,200,Reverse
4821,4821,Fuzzy,3,18,Normal,36,1000,Forward
4822,4822,Normal,3,14,Normal,25,200,Forward
4823,4823,Fuzzy,3,18,Normal,22,1000,Reverse
4824,4824,Slinky,3,14,Normal,36,50,Forward
4825,4825,Normal,3,15,Normal,23,200,Forward
4826,4826,Normal,3,18,Normal,29,200,Forward
4827,4827,Pipe,3,12,Normal,18,50,Reverse
4828,4828,Normal,3,15,Normal,7,200,Forward
4829,4829,Normal,3,17,Normal,37,200,Forward
4830,4830,Fuzzy,3,15,Normal,11,1000,Reverse
4831,4831,Normal,3,19,Normal,8,200,Forward
4832,4832,Normal,3,15,Normal,49,200,Reverse
4833,4833,Slinky,4,15,Normal,9,50,Forward
4834,4834,Slinky,3,13,Normal,47,50,Forward
4835,4835,Normal,3,18,Normal,23,200,Forward
4836,4836,Normal,3,15,Normal,18,200,Reverse
4837,4837,Normal,3,17,Normal,40,200,Reverse
4838,4838,Normal,3,14,Normal,15,200,Forward
4839,4839,Normal,3,16,Normal,39,200,Forward
4840,4840,Normal,3,14,Normal,26,200,Reverse
4841,4841,Ribbed,3,14,Normal,5,200,Forward
4842,4842,Normal,3,16,Normal,49,200,Forward
4843,4843,Normal,3,15,Normal,30,200,Reverse
4844,4844,Normal,3,12,Normal,26,200,Reverse
4845,4845,Normal,3,12,Normal,47,200,Forward
4846,4846,Slinky,3,13,Normal,41,50,Reverse
4847,4847,Normal,3,18,Normal,11,200,Forward
4848,4848,Slinky,3,12,Normal,8,50,Forward
4849,4849,Bold,3,16,Normal,19,200,Forward
4850,4850,Slinky,3,15,Normal,10,50,Forward
4851,4851,Normal,3,18,Normal,24,200,Reverse
4852,4852,Slinky,3,17,Normal,46,50,Forward
4853,4853,Normal,3,19,Normal,8,200,Reverse
4854,4854,Normal,3,17,Normal,33,200,Forward
4855,4855,Normal,3,17,Normal,13,200,Reverse
4856,4856,Normal,3,16,Normal,12,200,Forward
4857,4857,Normal,3,15,Normal,37,200,Reverse
4858,4858,Normal,4,13,Normal,8,200,Forward
4859,4859,Normal,3,17,Normal,29,200,Reverse
4860,4860,Normal,3,19,Normal,19,200,Reverse
4861,4861,Fuzzy,3,12,Normal,24,1000,Reverse
4862,4862,Normal,3,16,Normal,18,200,Forward
4863,4863,Fuzzy,3,15,Normal,41,1000,Forward
4864,4864,Fuzzy,3,18,Normal,15,1000,Forward
4865,4865,Fuzzy,3,12,Normal,44,1000,Reverse
4866,4866,Normal,3,12,Normal,10,200,Reverse
4867,4867,Ribbed,3,13,Normal,16,200,Forward
4868,4868,Bold,3,13,Normal,24,200,Reverse
4869,4869,Normal,3,13,Normal,29,200,Reverse
4870,4870,Ribbed,3,19,Normal,26,200,Forward
4871,4871,Slinky,3,15,Normal,48,50,Reverse
4872,4872,Normal,3,14,Normal,15,200,Reverse
4873,4873,Normal,3,14,Normal,44,200,Reverse
4874,4874,Normal,3,12,Normal,41,200,Forward
4875,4875,Normal,3,14,Perfect Spectrum,11,200,Forward
4876,4876,Normal,3,14,Normal,14,200,Reverse
4877,4877,Normal,3,19,Normal,23,200,Reverse
4878,4878,Fuzzy,3,17,Normal,40,1000,Reverse
4879,4879,Normal,3,12,HyperRainbow,0.5,200,Reverse
4880,4880,Normal,3,19,Normal,47,200,Reverse
4881,4881,Fuzzy,3,19,Normal,41,1000,Forward
4882,4882,Normal,3,13,Normal,15,200,Reverse
4883,4883,Fuzzy,3,14,Normal,35,1000,Forward
4884,4884,Fuzzy,3,14,Normal,23,1000,Reverse
4885,4885,Normal,3,17,Normal,46,200,Reverse
4886,4886,Fuzzy,3,16,Normal,32,1000,Reverse
4887,4887,Fuzzy,3,14,Normal,29,1000,Reverse
4888,4888,Normal,3,16,Normal,37,200,Reverse
4889,4889,Normal,3,18,Normal,21,200,Reverse
4890,4890,Fuzzy,3,17,Normal,44,1000,Reverse
4891,4891,Normal,3,15,Normal,49,200,Forward
4892,4892,Normal,3,13,Normal,7,200,Reverse
4893,4893,Slinky,3,14,Normal,8,50,Reverse
4894,4894,Slinky,3,18,Normal,44,50,Reverse
4895,4895,Normal,3,16,Normal,40,200,Forward
4896,4896,Normal,3,19,Normal,44,200,Reverse
4897,4897,Normal,3,18,Normal,9,200,Forward
4898,4898,Ribbed,3,17,Normal,43,200,Forward
4899,4899,Slinky,3,17,Normal,46,50,Reverse
4900,4900,Fuzzy,3,16,Normal,32,1000,Forward
4901,4901,Normal,3,16,Normal,39,200,Forward
4902,4902,Fuzzy,3,18,Normal,29,1000,Reverse
4903,4903,Normal,3,13,Normal,30,200,Forward
4904,4904,Ribbed,3,15,Normal,38,200,Forward
4905,4905,Normal,3,18,Normal,31,200,Forward
4906,4906,Bold,3,16,Normal,21,200,Reverse
4907,4907,Normal,3,18,Normal,8,200,Reverse
4908,4908,Fuzzy,3,19,Normal,17,1000,Reverse
4909,4909,Normal,3,15,Normal,41,200,Reverse
4910,4910,Normal,3,17,Normal,39,200,Reverse
4911,4911,Normal,3,13,Normal,24,200,Reverse
4912,4912,Slinky,3,16,Normal,28,50,Forward
4913,4913,Normal,3,19,Normal,40,200,Reverse
4914,4914,Fuzzy,3,15,Normal,22,1000,Reverse
4915,4915,Bold,3,14,Normal,36,200,Forward
4916,4916,Fuzzy,3,15,Normal,22,1000,Reverse
4917,4917,Normal,3,19,Normal,49,200,Reverse
4918,4918,Slinky,3,14,Normal,33,50,Forward
4919,4919,Fuzzy,3,12,Normal,13,1000,Reverse
4920,4920,Normal,3,14,Normal,9,200,Reverse
4921,4921,Normal,3,12,Normal,38,200,Forward
4922,4922,Bold,3,12,Normal,12,200,Reverse
4923,4923,Slinky,3,13,Normal,49,50,Forward
4924,4924,Normal,3,13,Normal,16,200,Forward
4925,4925,Fuzzy,3,15,Normal,42,1000,Forward
4926,4926,Normal,3,16,HyperRainbow,0.5,200,Reverse
4927,4927,Normal,3,18,Normal,10,200,Forward
4928,4928,Ribbed,3,13,Normal,30,200,Reverse
4929,4929,Normal,3,18,Normal,8,200,Reverse
4930,4930,Normal,3,13,Normal,12,200,Forward
4931,4931,Slinky,3,13,Normal,41,50,Reverse
4932,4932,Fuzzy,3,12,Normal,26,1000,Forward
4933,4933,Fuzzy,3,18,Normal,30,1000,Reverse
4934,4934,Normal,3,16,Normal,11,200,Reverse
4935,4935,Normal,3,13,Normal,26,200,Forward
4936,4936,Normal,3,19,Normal,34,200,Forward
4937,4937,Normal,3,15,Normal,36,200,Reverse
4938,4938,Normal,3,13,Normal,30,200,Reverse
4939,4939,Normal,4,15,Normal,42,200,Reverse
4940,4940,Fuzzy,3,12,Normal,11,1000,Reverse
4941,4941,Ribbed,3,15,Normal,44,200,Reverse
4942,4942,Slinky,3,16,Normal,6,50,Forward
4943,4943,Normal,3,17,Normal,32,200,Reverse
4944,4944,Normal,3,13,Normal,7,200,Forward
4945,4945,Slinky,3,15,Normal,47,50,Reverse
4946,4946,Fuzzy,3,16,Normal,30,1000,Forward
4947,4947,Fuzzy,3,15,Normal,39,1000,Reverse
4948,4948,Normal,3,14,Normal,38,200,Reverse
4949,4949,Slinky,3,16,Normal,37,50,Reverse
4950,4950,Normal,3,13,Normal,28,200,Forward
4951,4951,Normal,3,17,Normal,6,200,Forward
4952,4952,Normal,3,15,Normal,18,200,Forward
4953,4953,Normal,3,19,Normal,5,200,Reverse
4954,4954,Normal,3,16,Normal,42,200,Forward
4955,4955,Slinky,3,16,Normal,43,50,Forward
4956,4956,Slinky,3,17,Normal,34,50,Forward
4957,4957,Normal,3,17,Normal,47,200,Reverse
4958,4958,Fuzzy,3,18,Normal,11,1000,Forward
4959,4959,Normal,3,13,Normal,44,200,Reverse
4960,4960,Slinky,3,17,Normal,19,50,Reverse
4961,4961,Normal,3,13,Normal,44,200,Forward
4962,4962,Normal,3,12,Normal,7,200,Reverse
4963,4963,Normal,3,13,HyperRainbow,0.5,200,Reverse
4964,4964,Normal,3,13,HyperRainbow,0.5,200,Forward
4965,4965,Normal,3,18,Normal,5,200,Reverse
4966,4966,Ribbed,3,17,Normal,29,200,Reverse
4967,4967,Slinky,3,17,Normal,26,50,Forward
4968,4968,Fuzzy,3,12,Normal,43,1000,Forward
4969,4969,Fuzzy,3,18,Normal,13,1000,Reverse
4970,4970,Normal,3,17,HyperRainbow,0.5,200,Reverse
4971,4971,Fuzzy,3,19,Normal,36,1000,Reverse
4972,4972,Normal,3,14,Perfect Spectrum,11,200,Forward
4973,4973,Bold,3,18,Normal,11,200,Reverse
4974,4974,Pipe,3,14,Normal,36,50,Forward
4975,4975,Normal,4,19,Normal,49,200,Reverse
4976,4976,Slinky,3,13,Normal,17,50,Forward
4977,4977,Normal,3,19,Normal,21,200,Forward
4978,4978,Fuzzy,3,19,Normal,8,1000,Forward
4979,4979,Normal,3,18,Normal,11,200,Forward
4980,4980,Slinky,3,15,Normal,26,50,Reverse
4981,4981,Normal,3,16,Normal,21,200,Forward
4982,4982,Normal,3,12,Normal,27,200,Forward
4983,4983,Normal,3,16,Normal,47,200,Forward
4984,4984,Normal,3,16,Normal,46,200,Forward
4985,4985,Fuzzy,3,19,Normal,6,1000,Reverse
4986,4986,Normal,3,16,Normal,30,200,Reverse
4987,4987,Normal,3,16,Normal,13,200,Reverse
4988,4988,Pipe,3,12,Normal,5,50,Reverse
4989,4989,Normal,3,16,Normal,39,200,Forward
4990,4990,Normal,3,12,Normal,38,200,Forward
4991,4991,Fuzzy,3,19,Normal,38,1000,Forward
4992,4992,Normal,3,16,Normal,38,200,Forward
4993,4993,Normal,3,17,Normal,13,200,Forward
4994,4994,Normal,3,13,Normal,22,200,Reverse
4995,4995,Normal,3,18,Normal,22,200,Reverse
4996,4996,Normal,3,17,Normal,36,200,Forward
4997,4997,Normal,3,19,Normal,42,200,Reverse
4998,4998,Fuzzy,3,17,Normal,21,1000,Forward
4999,4999,Normal,3,15,Normal,41,200,Reverse
5000,5000,Normal,3,18,Normal,28,200,Reverse
5001,5001,Normal,3,12,Normal,44,200,Forward
5002,5002,Normal,3,13,Normal,36,200,Forward
5003,5003,Fuzzy,3,19,Normal,22,1000,Reverse
5004,5004,Normal,3,18,Normal,35,200,Forward
5005,5005,Normal,3,12,Normal,25,200,Reverse
5006,5006,Normal,3,14,Normal,6,200,Reverse
5007,5007,Normal,3,17,Normal,48,200,Reverse
5008,5008,Slinky,3,19,Normal,24,50,Forward
5009,5009,Normal,3,17,Normal,34,200,Reverse
5010,5010,Normal,3,18,Normal,39,200,Forward
5011,5011,Normal,3,19,Normal,21,200,Forward
5012,5012,Normal,3,16,Normal,26,200,Reverse
5013,5013,Normal,3,17,Normal,44,200,Forward
5014,5014,Normal,3,13,Normal,29,200,Forward
5015,5015,Normal,3,15,Normal,47,200,Forward
5016,5016,Normal,3,18,Normal,45,200,Reverse
5017,5017,Normal,3,17,Normal,31,200,Forward
5018,5018,Normal,3,19,Normal,29,200,Forward
5019,5019,Normal,3,13,Normal,37,200,Reverse
5020,5020,Slinky,3,16,Normal,37,50,Forward
5021,5021,Bold,3,19,Normal,18,200,Reverse
5022,5022,Normal,3,16,Normal,28,200,Reverse
5023,5023,Normal,3,16,Normal,45,200,Reverse
5024,5024,Normal,3,18,Normal,13,200,Reverse
5025,5025,Bold,3,19,Normal,48,200,Forward
5026,5026,Normal,3,16,Normal,21,200,Reverse
5027,5027,Bold,3,19,Normal,44,200,Forward
5028,5028,Fuzzy,3,15,Normal,15,1000,Forward
5029,5029,Normal,3,17,Normal,34,200,Reverse
5030,5030,Normal,3,19,Normal,9,200,Reverse
5031,5031,Normal,3,18,Normal,41,200,Forward
5032,5032,Normal,3,18,Normal,47,200,Reverse
5033,5033,Normal,3,15,Normal,12,200,Reverse
5034,5034,Normal,3,12,Normal,40,200,Forward
5035,5035,Normal,3,18,Normal,41,200,Forward
5036,5036,Normal,3,17,Normal,16,200,Forward
5037,5037,Normal,3,19,Normal,20,200,Reverse
5038,5038,Normal,3,19,Normal,16,200,Forward
5039,5039,Normal,3,14,Normal,9,200,Forward
5040,5040,Slinky,3,18,Normal,26,50,Forward
5041,5041,Normal,3,13,Normal,37,200,Forward
5042,5042,Normal,3,14,Normal,26,200,Forward
5043,5043,Normal,3,17,Normal,5,200,Reverse
5044,5044,Normal,3,17,Normal,21,200,Forward
5045,5045,Normal,3,17,Normal,24,200,Forward
5046,5046,Normal,3,14,Normal,30,200,Reverse
5047,5047,Fuzzy,3,19,Normal,11,1000,Forward
5048,5048,Fuzzy,3,15,Normal,17,1000,Forward
5049,5049,Normal,3,16,Normal,22,200,Reverse
5050,5050,Normal,3,18,Normal,22,200,Forward
5051,5051,Normal,3,16,Normal,25,200,Reverse
5052,5052,Fuzzy,3,15,Normal,24,1000,Forward
5053,5053,Bold,3,20,Normal,17,200,Forward
5054,5054,Normal,3,15,Normal,28,200,Forward
5055,5055,Ribbed,3,14,HyperRainbow,0.5,200,Forward
5056,5056,Normal,3,14,Normal,43,200,Forward
5057,5057,Slinky,3,16,Normal,22,50,Reverse
5058,5058,Normal,3,16,Normal,25,200,Forward
5059,5059,Slinky,3,13,Normal,5,50,Reverse
5060,5060,Slinky,3,13,Normal,25,50,Reverse
5061,5061,Normal,3,17,Normal,26,200,Reverse
5062,5062,Normal,3,14,Normal,42,200,Forward
5063,5063,Normal,3,15,Normal,6,200,Reverse
5064,5064,Normal,3,18,Normal,31,200,Reverse
5065,5065,Normal,3,14,Normal,9,200,Reverse
5066,5066,Slinky,3,15,Normal,7,50,Forward
5067,5067,Normal,3,12,Normal,21,200,Reverse
5068,5068,Normal,3,17,Normal,41,200,Forward
5069,5069,Normal,3,19,Normal,42,200,Forward
5070,5070,Normal,3,17,Normal,26,200,Forward
5071,5071,Normal,3,15,Normal,27,200,Reverse
5072,5072,Normal,3,12,Normal,13,200,Reverse
5073,5073,Normal,3,14,Normal,18,200,Forward
5074,5074,Normal,3,14,Normal,43,200,Reverse
5075,5075,Normal,3,19,Normal,22,200,Forward
5076,5076,Normal,3,12,Normal,35,200,Reverse
5077,5077,Fuzzy,3,15,Normal,36,1000,Reverse
5078,5078,Fuzzy,3,19,Normal,49,1000,Reverse
5079,5079,Normal,3,16,Normal,6,200,Reverse
5080,5080,Slinky,3,18,Normal,28,50,Reverse
5081,5081,Normal,3,18,Normal,33,200,Forward
5082,5082,Normal,3,17,Normal,12,200,Forward
5083,5083,Normal,3,18,Normal,30,200,Forward
5084,5084,Normal,3,14,Normal,43,200,Forward
5085,5085,Fuzzy,3,18,Normal,40,1000,Forward
5086,5086,Fuzzy,3,18,Normal,34,1000,Reverse
5087,5087,Normal,3,17,Normal,31,200,Reverse
5088,5088,Bold,3,16,Normal,36,200,Reverse
5089,5089,Normal,3,18,Normal,17,200,Reverse
5090,5090,Fuzzy,3,16,Normal,36,1000,Forward
5091,5091,Normal,3,18,Normal,31,200,Forward
5092,5092,Normal,3,19,Normal,34,200,Forward
5093,5093,Normal,3,12,Normal,11,200,Reverse
5094,5094,Normal,3,16,Normal,37,200,Reverse
5095,5095,Slinky,3,16,Normal,45,50,Reverse
5096,5096,Ribbed,3,13,Normal,27,200,Reverse
5097,5097,Normal,3,15,Normal,21,200,Reverse
5098,5098,Normal,3,19,Normal,22,200,Reverse
5099,5099,Normal,3,15,Normal,11,200,Reverse
5100,5100,Normal,3,17,Normal,38,200,Forward
5101,5101,Normal,3,15,Normal,9,200,Reverse
5102,5102,Normal,3,16,Normal,17,200,Reverse
5103,5103,Normal,3,16,Normal,47,200,Reverse
5104,5104,Normal,3,18,Normal,17,200,Reverse
5105,5105,Normal,3,16,Normal,30,200,Reverse
5106,5106,Normal,3,19,Normal,35,200,Reverse
5107,5107,Slinky,3,14,Normal,34,50,Forward
5108,5108,Normal,3,17,Normal,47,200,Forward
5109,5109,Ribbed,3,15,Normal,14,200,Reverse
5110,5110,Normal,3,17,Normal,24,200,Forward
5111,5111,Normal,3,17,Normal,30,200,Forward
5112,5112,Slinky,3,17,Normal,16,50,Reverse
5113,5113,Normal,3,13,Normal,43,200,Reverse
5114,5114,Fuzzy,3,14,Normal,33,1000,Forward
5115,5115,Normal,3,19,Normal,44,200,Reverse
5116,5116,Normal,3,14,Normal,40,200,Reverse
5117,5117,Normal,3,12,Normal,37,200,Reverse
5118,5118,Normal,3,13,Normal,11,200,Forward
5119,5119,Normal,3,12,Normal,36,200,Forward
5120,5120,Normal,3,18,Normal,47,200,Forward
5121,5121,Ribbed,3,18,Normal,21,200,Reverse
5122,5122,Normal,3,14,Normal,35,200,Reverse
5123,5123,Fuzzy,3,13,Normal,36,1000,Reverse
5124,5124,Normal,3,19,Normal,9,200,Reverse
5125,5125,Ribbed,3,13,Normal,17,200,Forward
5126,5126,Slinky,3,18,HyperRainbow,0.5,50,Forward
5127,5127,Normal,3,16,Normal,31,200,Reverse
5128,5128,Normal,3,13,Normal,44,200,Forward
5129,5129,Fuzzy,3,18,Normal,44,1000,Reverse
5130,5130,Ribbed,3,14,Normal,22,200,Reverse
5131,5131,Normal,3,16,Normal,10,200,Reverse
5132,5132,Normal,3,14,Normal,9,200,Reverse
5133,5133,Normal,3,16,Normal,49,200,Forward
5134,5134,Normal,3,16,Normal,14,200,Reverse
5135,5135,Fuzzy,3,14,Normal,12,1000,Forward
5136,5136,Pipe,3,18,Normal,47,50,Forward
5137,5137,Fuzzy,3,12,Normal,5,1000,Forward
5138,5138,Normal,3,19,Normal,8,200,Forward
5139,5139,Normal,3,16,Normal,26,200,Forward
5140,5140,Normal,3,15,Normal,28,200,Reverse
5141,5141,Normal,3,18,Normal,25,200,Reverse
5142,5142,Slinky,3,13,Normal,43,50,Reverse
5143,5143,Bold,3,12,Normal,28,200,Reverse
5144,5144,Normal,3,13,Normal,20,200,Reverse
5145,5145,Slinky,3,16,Normal,30,50,Reverse
5146,5146,Normal,3,18,HyperRainbow,0.5,200,Reverse
5147,5147,Fuzzy,3,17,Normal,20,1000,Reverse
5148,5148,Ribbed,3,17,Normal,41,200,Forward
5149,5149,Normal,3,16,Normal,48,200,Forward
5150,5150,Normal,3,18,Normal,36,200,Forward
5151,5151,Normal,3,14,Normal,33,200,Reverse
5152,5152,Normal,3,15,Normal,25,200,Reverse
5153,5153,Fuzzy,3,15,Normal,18,1000,Forward
5154,5154,Slinky,3,18,Normal,30,50,Forward
5155,5155,Normal,3,12,Normal,38,200,Forward
5156,5156,Fuzzy,3,12,Normal,27,1000,Reverse
5157,5157,Normal,3,15,Normal,29,200,Forward
5158,5158,Normal,3,13,Normal,43,200,Forward
5159,5159,Normal,3,18,Normal,41,200,Forward
5160,5160,Normal,3,16,Normal,32,200,Reverse
5161,5161,Slinky,3,12,Normal,49,50,Forward
5162,5162,Normal,3,19,Normal,48,200,Forward
5163,5163,Pipe,3,12,Normal,15,50,Forward
5164,5164,Normal,3,19,Normal,28,200,Forward
5165,5165,Bold,3,18,Normal,32,200,Forward
5166,5166,Normal,3,13,Normal,42,200,Forward
5167,5167,Slinky,3,15,Normal,14,50,Reverse
5168,5168,Normal,3,16,Normal,8,200,Reverse
5169,5169,Slinky,3,14,Normal,42,50,Reverse
5170,5170,Normal,3,17,Normal,25,200,Forward
5171,5171,Normal,3,19,Normal,19,200,Reverse
5172,5172,Normal,3,15,Normal,39,200,Reverse
5173,5173,Normal,3,12,Normal,30,200,Forward
5174,5174,Normal,3,17,Normal,19,200,Reverse
5175,5175,Slinky,3,18,Normal,39,50,Forward
5176,5176,Normal,3,12,Normal,30,200,Reverse
5177,5177,Normal,3,14,Normal,31,200,Reverse
5178,5178,Fuzzy,3,16,Normal,39,1000,Reverse
5179,5179,Fuzzy,3,19,Normal,42,1000,Reverse
5180,5180,Normal,3,12,Normal,41,200,Reverse
5181,5181,Normal,3,20,Normal,9,200,Forward
5182,5182,Ribbed,3,19,Normal,34,200,Reverse
5183,5183,Ribbed,3,13,Normal,39,200,Forward
5184,5184,Normal,3,18,Normal,29,200,Forward
5185,5185,Bold,3,17,Normal,43,200,Forward
5186,5186,Slinky,3,14,Normal,10,50,Reverse
5187,5187,Slinky,3,18,Normal,26,50,Forward
5188,5188,Normal,3,17,Normal,7,200,Reverse
5189,5189,Slinky,3,12,Normal,19,50,Forward
5190,5190,Ribbed,3,13,Normal,6,200,Reverse
5191,5191,Slinky,3,16,Normal,27,50,Reverse
5192,5192,Fuzzy,3,19,Normal,19,1000,Reverse
5193,5193,Ribbed,3,15,Normal,12,200,Forward
5194,5194,Normal,3,18,Normal,29,200,Forward
5195,5195,Normal,3,13,Normal,19,200,Forward
5196,5196,Normal,3,13,Normal,14,200,Forward
5197,5197,Fuzzy,3,15,Normal,32,1000,Reverse
5198,5198,Fuzzy,3,12,Normal,19,1000,Forward
5199,5199,Normal,3,14,Normal,14,200,Forward
5200,5200,Normal,3,17,Normal,17,200,Reverse
5201,5201,Ribbed,3,15,Normal,7,200,Reverse
5202,5202,Normal,3,16,Normal,8,200,Reverse
5203,5203,Normal,3,13,Normal,37,200,Forward
5204,5204,Pipe,3,15,Normal,18,50,Forward
5205,5205,Ribbed,3,13,Normal,12,200,Forward
5206,5206,Ribbed,3,16,Normal,7,200,Reverse
5207,5207,Normal,3,13,Normal,11,200,Forward
5208,5208,Normal,3,17,Normal,32,200,Forward
5209,5209,Normal,3,19,Normal,31,200,Reverse
5210,5210,Fuzzy,3,14,Normal,26,1000,Forward
5211,5211,Ribbed,3,19,Normal,23,200,Forward
5212,5212,Normal,3,19,Normal,22,200,Forward
5213,5213,Slinky,3,19,Normal,35,50,Forward
5214,5214,Normal,3,15,Normal,45,200,Forward
5215,5215,Normal,3,17,Normal,23,200,Forward
5216,5216,Normal,3,18,Normal,29,200,Reverse
5217,5217,Normal,3,15,Normal,41,200,Reverse
5218,5218,Pipe,3,19,Normal,33,50,Reverse
5219,5219,Fuzzy,3,17,Normal,33,1000,Reverse
5220,5220,Normal,3,15,Normal,31,200,Reverse
5221,5221,Ribbed,3,19,HyperRainbow,0.5,200,Forward
5222,5222,Ribbed,3,13,Normal,33,200,Reverse
5223,5223,Ribbed,3,15,Normal,46,200,Forward
5224,5224,Normal,3,14,Normal,16,200,Reverse
5225,5225,Normal,3,19,Normal,30,200,Reverse
5226,5226,Normal,3,14,Normal,37,200,Forward
5227,5227,Normal,3,19,Normal,44,200,Reverse
5228,5228,Normal,3,19,Normal,44,200,Reverse
5229,5229,Fuzzy,3,12,Normal,11,1000,Forward
5230,5230,Normal,3,12,Normal,33,200,Forward
5231,5231,Normal,3,16,Normal,8,200,Reverse
5232,5232,Normal,3,16,Normal,40,200,Forward
5233,5233,Normal,3,19,Normal,35,200,Reverse
5234,5234,Normal,3,16,Normal,26,200,Forward
5235,5235,Normal,3,15,Normal,18,200,Forward
5236,5236,Slinky,3,17,Normal,15,50,Reverse
5237,5237,Slinky,3,17,Normal,48,50,Reverse
5238,5238,Normal,3,17,Normal,38,200,Reverse
5239,5239,Fuzzy,3,15,Normal,35,1000,Reverse
5240,5240,Slinky,3,16,Normal,45,50,Forward
5241,5241,Normal,3,15,Normal,23,200,Forward
5242,5242,Fuzzy,3,16,Normal,15,1000,Forward
5243,5243,Normal,3,18,Normal,36,200,Reverse
5244,5244,Fuzzy,3,15,Normal,18,1000,Forward
5245,5245,Ribbed,3,16,Normal,14,200,Forward
5246,5246,Normal,3,19,Normal,45,200,Forward
5247,5247,Slinky,3,19,Normal,14,50,Reverse
5248,5248,Normal,3,18,Normal,11,200,Forward
5249,5249,Slinky,3,19,Normal,16,50,Forward
5250,5250,Normal,3,18,Normal,30,200,Forward
5251,5251,Normal,3,13,Normal,29,200,Forward
5252,5252,Normal,3,15,Normal,46,200,Reverse
5253,5253,Normal,3,19,Normal,38,200,Reverse
5254,5254,Slinky,3,16,Normal,15,50,Forward
5255,5255,Normal,3,15,Normal,21,200,Reverse
5256,5256,Normal,3,19,Normal,45,200,Reverse
5257,5257,Normal,3,19,Normal,19,200,Forward
5258,5258,Normal,3,17,Normal,14,200,Reverse
5259,5259,Normal,3,14,Normal,15,200,Reverse
5260,5260,Pipe,3,15,Normal,15,50,Reverse
5261,5261,Ribbed,3,13,Normal,42,200,Reverse
5262,5262,Normal,3,12,Normal,28,200,Reverse
5263,5263,Normal,3,17,Normal,25,200,Reverse
5264,5264,Normal,3,18,Normal,42,200,Reverse
5265,5265,Normal,3,19,Normal,49,200,Reverse
5266,5266,Normal,3,13,Normal,36,200,Reverse
5267,5267,Normal,3,16,Normal,35,200,Forward
5268,5268,Normal,3,12,HyperRainbow,0.5,200,Reverse
5269,5269,Normal,3,19,Normal,20,200,Forward
5270,5270,Ribbed,3,16,Normal,9,200,Forward
5271,5271,Normal,3,15,Normal,18,200,Forward
5272,5272,Normal,3,17,Normal,32,200,Forward
5273,5273,Slinky,3,18,Normal,16,50,Forward
5274,5274,Normal,3,12,Normal,35,200,Reverse
5275,5275,Ribbed,3,16,Normal,29,200,Reverse
5276,5276,Normal,3,13,Normal,47,200,Forward
5277,5277,Pipe,3,13,Normal,14,50,Forward
5278,5278,Slinky,3,14,Normal,12,50,Forward
5279,5279,Normal,3,19,Normal,39,200,Forward
5280,5280,Pipe,3,15,HyperRainbow,0.5,50,Reverse
5281,5281,Ribbed,4,13,Normal,26,200,Reverse
5282,5282,Normal,3,15,Normal,32,200,Reverse
5283,5283,Ribbed,3,16,Normal,8,200,Reverse
5284,5284,Fuzzy,3,16,Normal,21,1000,Reverse
5285,5285,Normal,3,12,Normal,16,200,Forward
5286,5286,Normal,3,17,HyperRainbow,0.5,200,Forward
5287,5287,Ribbed,3,17,Normal,43,200,Forward
5288,5288,Normal,3,17,Normal,47,200,Reverse
5289,5289,Slinky,3,14,Normal,49,50,Reverse
5290,5290,Slinky,3,12,Normal,37,50,Reverse
5291,5291,Normal,3,13,Normal,39,200,Reverse
5292,5292,Normal,3,18,Normal,8,200,Reverse
5293,5293,Normal,3,16,Normal,39,200,Forward
5294,5294,Fuzzy,3,19,Normal,32,1000,Reverse
5295,5295,Normal,3,15,Normal,28,200,Reverse
5296,5296,Normal,3,15,Normal,41,200,Reverse
5297,5297,Normal,3,15,Normal,49,200,Forward
5298,5298,Normal,3,15,Normal,5,200,Forward
5299,5299,Fuzzy,3,15,Normal,18,1000,Reverse
5300,5300,Normal,3,14,Normal,30,200,Reverse
5301,5301,Normal,3,19,Normal,38,200,Forward
5302,5302,Normal,3,19,Normal,16,200,Reverse
5303,5303,Normal,3,17,Normal,11,200,Reverse
5304,5304,Normal,3,12,Normal,14,200,Forward
5305,5305,Slinky,3,15,Normal,17,50,Reverse
5306,5306,Pipe,3,16,Normal,38,50,Forward
5307,5307,Normal,3,14,Normal,12,200,Forward
5308,5308,Normal,3,14,Normal,35,200,Reverse
5309,5309,Pipe,3,16,Normal,13,50,Forward
5310,5310,Normal,3,14,Normal,13,200,Forward
5311,5311,Normal,3,12,Normal,16,200,Reverse
5312,5312,Normal,3,15,Normal,38,200,Reverse
5313,5313,Normal,3,16,Normal,27,200,Forward
5314,5314,Normal,3,16,Normal,45,200,Reverse
5315,5315,Bold,3,14,Normal,23,200,Reverse
5316,5316,Normal,3,17,Normal,35,200,Forward
5317,5317,Normal,3,14,Perfect Spectrum,11,200,Reverse
5318,5318,Normal,3,12,Normal,12,200,Reverse
5319,5319,Normal,3,14,Normal,27,200,Reverse
5320,5320,Ribbed,3,19,Normal,44,200,Forward
5321,5321,Ribbed,3,19,Normal,28,200,Forward
5322,5322,Normal,3,13,Normal,46,200,Forward
5323,5323,Normal,3,17,Normal,11,200,Reverse
