,token_id,type,height,segments,spectrum,color_spread,steps_between,color_direction
0,0,Normal,3,19,Normal,25,200,Forward
1,1,Normal,3,14,Normal,45,200,Forward
2,2,Normal,3,13,Normal,29,200,Reverse
3,3,Normal,3,19,Normal,35,200,Reverse
4,4,Normal,3,15,Normal,28,200,Forward
5,5,Slinky,3,14,Normal,33,50,Reverse
6,6,Normal,3,17,Normal,35,200,Forward
7,7,Fuzzy,3,13,Normal,36,1000,Reverse
8,8,Slinky,3,16,Normal,48,50,Forward
9,9,Normal,3,19,Normal,13,200,Forward
10,10,Ribbed,3,15,Normal,20,200,Forward
11,11,Normal,3,14,Normal,39,200,Forward
12,12,Normal,3,17,Normal,44,200,Forward
13,13,Normal,3,18,Normal,15,200,Forward
14,14,Normal,3,13,Normal,18,200,Forward
15,15,Normal,3,13,Normal,37,200,Forward
16,16,Normal,3,12,Normal,16,200,Reverse
17,17,Slinky,3,17,Normal,35,50,Forward
18,18,Normal,3,14,Normal,22,200,Forward
19,19,Ribbed,3,15,Normal,15,200,Reverse
20,20,Bold,3,17,Normal,19,200,Forward
21,21,Normal,3,14,Normal,10,200,Forward
22,22,Fuzzy,3,16,Normal,42,1000,Reverse
23,23,Normal,3,19,Normal,41,200,Forward
24,24,Normal,3,16,Normal,25,200,Reverse
25,25,Normal,3,14,Normal,37,200,Reverse
26,26,Normal,3,16,Normal,39,200,Forward
27,27,Slinky,3,14,Normal,40,50,Forward
28,28,Normal,3,13,Normal,42,200,Forward
29,29,Normal,3,15,Normal,27,200,Forward
30,30,Normal,3,14,Normal,37,200,Reverse
31,31,Normal,3,19,Normal,38,200,Reverse
32,32,Normal,3,12,Normal,32,200,Reverse
33,33,Normal,3,16,Normal,38,200,Reverse
34,34,Normal,3,12,Normal,48,200,Reverse
35,35,Slinky,3,13,Normal,24,50,Reverse
36,36,Ribbed,3,14,Normal,9,200,Reverse
37,37,Bold,3,15,Normal,9,200,Reverse
38,38,Normal,3,15,Normal,35,200,Forward
39,39,Slinky,3,12,Normal,39,50,Reverse
40,40,Fuzzy,3,13,Normal,30,1000,Forward
41,41,Normal,3,13,Normal,24,200,Forward
42,42,Normal,3,17,Normal,43,200,Forward
43,43,Slinky,3,12,Normal,36,50,Reverse
44,44,Normal,3,17,Normal,7,200,Reverse
45,45,Bold,3,18,Normal,10,200,Forward
46,46,Normal,3,15,Normal,28,200,Reverse
47,47,Normal,3,12,Normal,26,200,Forward
48,48,Normal,3,13,Normal,35,200,Reverse
49,49,Normal,3,15,Normal,33,200,Reverse
50,50,Normal,3,12,Normal,33,200,Reverse
51,51,Normal,3,13,Normal,7,200,Reverse
52,52,Fuzzy,3,13,Normal,34,1000,Forward
53,53,Normal,3,16,Normal,18,200,Forward
54,54,Normal,3,13,Normal,26,200,Forward
55,55,Slinky,3,15,Normal,23,50,Forward
56,56,Slinky,3,16,Normal,32,50,Forward
57,57,Normal,3,18,Normal,23,200,Forward
58,58,Normal,3,13,Normal,43,200,Reverse
59,59,Bold,3,19,Normal,14,200,Reverse
60,60,Bold,3,17,Normal,26,200,Reverse
61,61,Bold,3,19,Normal,19,200,Reverse
62,62,Fuzzy,3,13,Normal,18,1000,Reverse
63,63,Fuzzy,3,13,Normal,39,1000,Forward
64,64,Normal,3,12,Normal,46,200,Forward
65,65,Slinky,3,17,Normal,18,50,Forward
66,66,Normal,3,19,Full Spectrum,15,200,Reverse
67,67,Normal,3,16,Normal,47,200,Forward
68,68,Ribbed,3,19,Normal,32,200,Forward
69,69,Normal,3,19,Normal,49,200,Forward
70,70,Normal,3,15,Normal,5,200,Reverse
71,71,Normal,3,19,Normal,5,200,Reverse
72,72,Fuzzy,3,15,Normal,23,1000,Reverse
73,73,Normal,3,17,Normal,21,200,Reverse
74,74,Pipe,3,14,Normal,10,50,Forward
75,75,Fuzzy,3,12,Normal,32,1000,Reverse
76,76,Slinky,3,16,Normal,21,50,Forward
77,77,Slinky,3,14,Normal,44,50,Forward
78,78,Normal,3,17,Normal,34,200,Reverse
79,79,Fuzzy,3,15,Normal,44,1000,Forward
80,80,Ribbed,3,19,Normal,22,200,Reverse
81,81,Normal,3,15,Normal,37,200,Forward
82,82,Fuzzy,3,12,Normal,49,1000,Forward
83,83,Slinky,3,18,Normal,37,50,Forward
84,84,Slinky,3,16,Normal,31,50,Forward
85,85,Normal,3,16,Normal,26,200,Reverse
86,86,Ribbed,3,12,Normal,29,200,Forward
87,87,Slinky,3,17,Normal,10,50,Reverse
88,88,Normal,3,14,Normal,41,200,Forward
89,89,Normal,3,12,Normal,13,200,Forward
90,90,Fuzzy,3,17,Normal,22,1000,Forward
91,91,Normal,3,18,Normal,37,200,Forward
92,92,Normal,3,18,Normal,8,200,Forward
93,93,Bold,3,18,Normal,41,200,Reverse
94,94,Normal,3,15,Normal,7,200,Forward
95,95,Normal,3,13,HyperRainbow,0.5,200,Reverse
96,96,Normal,3,18,HyperRainbow,0.5,200,Reverse
97,97,Normal,3,18,Normal,22,200,Forward
98,98,Normal,3,15,Normal,19,200,Forward
99,99,Slinky,3,15,Normal,45,50,Reverse
100,100,Normal,4,15,Normal,37,200,Forward
101,101,Normal,3,19,Normal,27,200,Forward
102,102,Bold,3,18,Normal,12,200,Forward
103,103,Normal,3,15,Normal,27,200,Forward
104,104,Normal,3,15,Normal,18,200,Reverse
105,105,Normal,3,13,Normal,47,200,Reverse
106,106,Ribbed,3,12,Normal,38,200,Reverse
107,107,Slinky,3,18,Normal,10,50,Reverse
108,108,Bold,3,17,Normal,38,200,Forward
109,109,Normal,3,12,Normal,29,200,Reverse
110,110,Normal,3,19,Normal,31,200,Reverse
111,111,Normal,3,19,Normal,33,200,Forward
112,112,Normal,3,15,Normal,17,200,Forward
113,113,Normal,3,12,Normal,48,200,Reverse
114,114,Normal,3,17,Normal,10,200,Forward
115,115,Normal,3,14,Normal,29,200,Reverse
116,116,Slinky,3,15,Normal,34,50,Forward
117,117,Ribbed,3,12,Normal,11,200,Forward
118,118,Slinky,3,15,Normal,18,50,Reverse
119,119,Normal,3,13,Normal,24,200,Reverse
120,120,Normal,3,14,Normal,17,200,Reverse
121,121,Normal,3,14,Normal,14,200,Forward
122,122,Ribbed,3,15,Normal,21,200,Reverse
123,123,Ribbed,3,14,Normal,13,200,Forward
124,124,Normal,3,14,Normal,32,200,Reverse
125,125,Pipe,3,16,Normal,33,50,Reverse
126,126,Normal,3,19,Normal,19,200,Forward
127,127,Normal,3,14,Normal,46,200,Forward
128,128,Normal,3,18,Normal,21,200,Reverse
129,129,Normal,3,12,Normal,17,200,Forward
130,130,Fuzzy,3,12,Normal,31,1000,Forward
131,131,Slinky,3,13,Normal,7,50,Reverse
132,132,Normal,3,13,Normal,36,200,Forward
133,133,Bold,3,19,Full Spectrum,15,200,Forward
134,134,Normal,3,16,Normal,28,200,Forward
135,135,Slinky,3,19,Normal,40,50,Forward
136,136,Normal,3,14,Normal,16,200,Reverse
137,137,Fuzzy,3,16,Normal,9,1000,Reverse
138,138,Normal,3,16,Normal,26,200,Reverse
139,139,Ribbed,3,19,Normal,29,200,Forward
140,140,Slinky,3,17,Normal,27,50,Reverse
141,141,Normal,3,13,Normal,41,200,Forward
142,142,Slinky,3,13,Normal,47,50,Reverse
143,143,Normal,3,19,Normal,10,200,Forward
144,144,Normal,3,13,Normal,28,200,Forward
145,145,Normal,3,12,Normal,47,200,Reverse
146,146,Normal,3,17,Normal,44,200,Forward
147,147,Normal,3,17,Normal,48,200,Forward
148,148,Normal,3,12,Normal,10,200,Forward
149,149,Bold,3,18,Normal,32,200,Reverse
150,150,Normal,3,15,Normal,11,200,Forward
151,151,Slinky,3,15,Normal,29,50,Forward
152,152,Normal,3,16,Normal,16,200,Reverse
153,153,Normal,3,15,Normal,18,200,Reverse
154,154,Normal,3,18,Normal,29,200,Forward
155,155,Normal,3,13,Normal,19,200,Reverse
156,156,Ribbed,3,17,Normal,36,200,Reverse
157,157,Slinky,3,17,Normal,9,50,Forward
158,158,Normal,3,12,Normal,42,200,Reverse
159,159,Normal,3,12,Normal,13,200,Forward
160,160,Normal,3,17,Normal,30,200,Forward
161,161,Normal,3,19,HyperRainbow,0.5,200,Reverse
162,162,Slinky,3,17,Normal,44,50,Reverse
163,163,Normal,3,15,Normal,21,200,Reverse
164,164,Ribbed,3,17,Normal,33,200,Reverse
165,165,Ribbed,3,15,Normal,37,200,Forward
166,166,Normal,3,19,Normal,44,200,Forward
167,167,Slinky,3,14,Normal,32,50,Reverse
168,168,Fuzzy,3,16,Normal,18,1000,Forward
169,169,Normal,3,19,Normal,10,200,Reverse
170,170,Normal,3,13,Normal,46,200,Reverse
171,171,Slinky,3,12,Normal,16,50,Reverse
172,172,Normal,3,12,Normal,32,200,Forward
173,173,Normal,3,13,Normal,19,200,Forward
174,174,Normal,3,16,Normal,32,200,Forward
175,175,Normal,3,13,Normal,30,200,Reverse
176,176,Fuzzy,3,16,Normal,32,1000,Forward
177,177,Slinky,3,19,Normal,17,50,Reverse
178,178,Normal,3,16,Normal,11,200,Forward
179,179,Normal,3,13,Normal,22,200,Reverse
180,180,Normal,3,14,Normal,45,200,Reverse
181,181,Normal,3,15,Normal,9,200,Forward
182,182,Normal,3,13,Normal,16,200,Reverse
183,183,Bold,3,18,Normal,46,200,Reverse
184,184,Normal,3,19,Normal,25,200,Forward
185,185,Slinky,3,16,Normal,17,50,Reverse
186,186,Normal,3,16,Normal,38,200,Forward
187,187,Normal,3,18,Normal,11,200,Forward
188,188,Ribbed,3,12,Normal,19,200,Forward
189,189,Normal,3,15,Normal,18,200,Forward
190,190,Normal,3,15,Normal,42,200,Forward
191,191,Normal,3,18,Normal,44,200,Forward
192,192,Normal,3,18,Normal,17,200,Reverse
193,193,Pipe,3,18,Normal,23,50,Forward
194,194,Slinky,3,19,Normal,44,50,Reverse
195,195,Bold,3,14,Normal,32,200,Forward
196,196,Normal,3,13,Normal,49,200,Forward
197,197,Normal,3,17,Normal,23,200,Reverse
198,198,Bold,4,12,Normal,10,200,Forward
199,199,Fuzzy,3,13,Normal,29,1000,Reverse
200,200,Normal,3,14,Normal,48,200,Forward
201,201,Slinky,3,12,Normal,15,50,Reverse
202,202,Normal,3,19,Normal,40,200,Forward
203,203,Normal,3,15,Normal,43,200,Forward
204,204,Normal,3,13,Normal,16,200,Forward
205,205,Normal,3,15,Normal,35,200,Forward
206,206,Ribbed,3,17,Normal,26,200,Forward
207,207,Normal,3,13,Normal,9,200,Forward
208,208,Normal,3,17,Normal,33,200,Forward
209,209,Fuzzy,3,14,Normal,37,1000,Reverse
210,210,Fuzzy,3,18,Normal,41,1000,Forward
211,211,Normal,3,18,Normal,46,200,Reverse
212,212,Normal,3,13,Normal,21,200,Forward
213,213,Normal,3,16,Normal,34,200,Reverse
214,214,Normal,3,16,Normal,29,200,Reverse
215,215,Normal,3,17,Normal,34,200,Forward
216,216,Normal,3,18,Normal,33,200,Forward
217,217,Normal,3,18,Normal,33,200,Forward
218,218,Normal,3,12,Normal,45,200,Reverse
219,219,Normal,3,17,Normal,28,200,Reverse
220,220,Ribbed,3,14,Normal,24,200,Reverse
221,221,Normal,3,15,Normal,23,200,Forward
222,222,Slinky,3,19,Normal,23,50,Forward
223,223,Normal,3,12,Normal,37,200,Reverse
224,224,Fuzzy,3,12,Normal,32,1000,Forward
225,225,Normal,3,16,Normal,42,200,Reverse
226,226,Ribbed,3,18,Normal,12,200,Reverse
227,227,Normal,3,18,Normal,31,200,Forward
228,228,Ribbed,3,13,Normal,42,200,Reverse
229,229,Fuzzy,3,17,Normal,16,1000,Forward
230,230,Bold,3,15,Normal,22,200,Forward
231,231,Fuzzy,3,17,Normal,42,1000,Reverse
232,232,Ribbed,3,16,Normal,38,200,Reverse
233,233,Normal,3,16,Normal,30,200,Reverse
234,234,Normal,3,13,Normal,39,200,Forward
235,235,Normal,3,17,Normal,14,200,Reverse
236,236,Normal,3,13,Normal,47,200,Forward
237,237,Normal,3,13,Normal,18,200,Forward
238,238,Normal,3,15,Normal,48,200,Forward
239,239,Pipe,3,13,Normal,9,50,Forward
240,240,Normal,3,13,Normal,23,200,Forward
241,241,Slinky,3,14,Normal,23,50,Forward
242,242,Normal,4,17,Normal,13,200,Forward
243,243,Normal,3,15,Normal,30,200,Forward
244,244,Normal,3,13,Normal,24,200,Reverse
245,245,Normal,3,13,Normal,25,200,Reverse
246,246,Normal,3,16,Normal,10,200,Forward
247,247,Fuzzy,3,12,Normal,20,1000,Forward
248,248,Slinky,3,12,Normal,41,50,Reverse
249,249,Normal,3,19,Normal,16,200,Reverse
250,250,Normal,3,19,Normal,18,200,Forward
251,251,Normal,3,17,Normal,47,200,Forward
252,252,Normal,3,13,Normal,36,200,Reverse
253,253,Normal,3,17,Normal,25,200,Forward
254,254,Normal,3,15,Normal,9,200,Forward
255,255,Ribbed,3,16,HyperRainbow,0.5,200,Forward
256,256,Normal,3,13,Normal,13,200,Reverse
257,257,Ribbed,3,15,Normal,28,200,Forward
258,258,Ribbed,3,14,Normal,45,200,Forward
259,259,Normal,3,15,Normal,37,200,Reverse
260,260,Normal,3,12,Normal,15,200,Reverse
261,261,Fuzzy,3,13,Normal,21,1000,Reverse
262,262,Slinky,3,17,Normal,11,50,Reverse
263,263,Normal,3,15,Normal,8,200,Reverse
264,264,Normal,3,17,Normal,42,200,Reverse
265,265,Normal,3,18,Normal,35,200,Reverse
266,266,Fuzzy,3,13,Normal,23,1000,Reverse
267,267,Normal,3,16,Normal,29,200,Reverse
268,268,Bold,3,16,Normal,41,200,Forward
269,269,Normal,3,18,Normal,23,200,Reverse
270,270,Ribbed,3,15,Normal,19,200,Reverse
271,271,Normal,3,14,Normal,25,200,Forward
272,272,Slinky,3,13,Normal,34,50,Reverse
273,273,Normal,3,15,Normal,11,200,Reverse
274,274,Pipe,3,15,Normal,49,50,Forward
275,275,Normal,3,19,Normal,20,200,Reverse
276,276,Slinky,3,15,Normal,21,50,Reverse
277,277,Ribbed,3,14,Normal,45,200,Reverse
278,278,Normal,3,15,Normal,11,200,Reverse
279,279,Slinky,3,17,Normal,27,50,Forward
280,280,Fuzzy,3,18,Normal,13,1000,Forward
281,281,Normal,3,14,Normal,35,200,Forward
282,282,Normal,3,18,Normal,24,200,Forward
283,283,Normal,3,16,Normal,18,200,Forward
284,284,Normal,3,17,Normal,10,200,Forward
285,285,Normal,3,17,Normal,28,200,Reverse
286,286,Ribbed,3,13,Normal,7,200,Forward
287,287,Normal,3,15,Normal,8,200,Forward
288,288,Normal,3,14,Normal,14,200,Reverse
289,289,Normal,3,15,Normal,29,200,Forward
290,290,Ribbed,3,12,Normal,24,200,Reverse
291,291,Bold,3,13,Normal,8,200,Reverse
292,292,Normal,3,18,Full Spectrum,14,200,Forward
293,293,Normal,3,18,Normal,19,200,Forward
294,294,Normal,3,18,Normal,44,200,Forward
295,295,Normal,3,13,Normal,12,200,Forward
296,296,Bold,3,13,Normal,35,200,Forward
297,297,Slinky,3,15,Normal,41,50,Forward
298,298,Normal,3,19,Normal,25,200,Reverse
299,299,Normal,3,15,Normal,18,200,Reverse
300,300,Normal,3,17,Normal,8,200,Forward
301,301,Normal,3,15,Normal,48,200,Forward
302,302,Bold,3,15,Normal,35,200,Reverse
303,303,Normal,3,12,Normal,24,200,Reverse
304,304,Normal,3,12,Normal,17,200,Forward
305,305,Slinky,3,12,Normal,8,50,Forward
306,306,Normal,3,14,Normal,19,200,Reverse
307,307,Normal,3,16,Normal,27,200,Forward
308,308,Normal,3,12,Normal,11,200,Forward
309,309,Normal,3,19,Normal,21,200,Reverse
310,310,Normal,3,15,Normal,26,200,Forward
311,311,Slinky,3,12,Normal,43,50,Forward
312,312,Slinky,3,14,Normal,38,50,Forward
313,313,Normal,3,13,Normal,10,200,Reverse
314,314,Normal,3,12,Normal,25,200,Reverse
315,315,Normal,3,15,Normal,10,200,Reverse
316,316,Normal,3,12,Normal,31,200,Reverse
317,317,Bold,3,16,Normal,26,200,Forward
318,318,Normal,3,15,Normal,23,200,Forward
319,319,Normal,3,13,Normal,39,200,Reverse
320,320,Fuzzy,3,14,Normal,7,1000,Forward
321,321,Normal,3,13,Normal,9,200,Reverse
322,322,Normal,3,19,Normal,33,200,Forward
323,323,Normal,3,14,Normal,8,200,Forward
324,324,Normal,3,15,Normal,50,200,Forward
325,325,Normal,3,18,Normal,33,200,Forward
326,326,Normal,3,14,Normal,36,200,Forward
327,327,Normal,3,16,Normal,17,200,Forward
328,328,Normal,3,19,Normal,7,200,Reverse
329,329,Normal,3,18,Normal,30,200,Reverse
330,330,Bold,3,14,Normal,17,200,Reverse
331,331,Normal,3,16,Normal,27,200,Forward
332,332,Fuzzy,3,18,Normal,14,1000,Forward
333,333,Normal,3,18,Normal,46,200,Forward
334,334,Fuzzy,3,12,Normal,49,1000,Reverse
335,335,Normal,3,16,Normal,44,200,Forward
336,336,Normal,3,19,Normal,41,200,Forward
337,337,Normal,3,13,Normal,5,200,Reverse
338,338,Normal,3,16,Normal,36,200,Forward
339,339,Normal,3,15,Normal,30,200,Reverse
340,340,Ribbed,3,17,Normal,28,200,Forward
341,341,Normal,3,14,Normal,28,200,Forward
342,342,Normal,3,18,Normal,27,200,Reverse
343,343,Normal,3,12,Normal,25,200,Forward
344,344,Pipe,3,18,Normal,13,50,Reverse
345,345,Normal,3,17,Normal,24,200,Forward
346,346,Ribbed,3,15,Normal,27,200,Reverse
347,347,Normal,3,16,Normal,6,200,Reverse
348,348,Slinky,3,15,Normal,6,50,Forward
349,349,Normal,3,19,Normal,41,200,Forward
350,350,Normal,3,12,Normal,29,200,Forward
351,351,Ribbed,3,16,Normal,11,200,Forward
352,352,Fuzzy,3,13,Normal,44,1000,Forward
353,353,Normal,3,15,Normal,34,200,Forward
354,354,Ribbed,3,15,Normal,26,200,Forward
355,355,Normal,3,13,Normal,19,200,Forward
356,356,Slinky,3,14,Normal,40,50,Reverse
357,357,Bold,3,15,Normal,8,200,Forward
358,358,Normal,3,17,Normal,21,200,Reverse
359,359,Normal,3,15,Normal,42,200,Forward
360,360,Normal,3,19,Normal,49,200,Forward
361,361,Normal,3,14,Normal,38,200,Reverse
362,362,Normal,3,12,Normal,6,200,Reverse
363,363,Normal,3,12,Normal,33,200,Reverse
364,364,Normal,3,15,Normal,24,200,Reverse
365,365,Fuzzy,3,15,Normal,42,1000,Reverse
366,366,Fuzzy,3,12,Normal,45,1000,Reverse
367,367,Normal,3,12,Normal,8,200,Forward
368,368,Ribbed,3,14,Perfect Spectrum,11,200,Forward
369,369,Normal,3,15,Normal,14,200,Forward
370,370,Normal,3,16,Normal,15,200,Forward
371,371,Fuzzy,3,17,Normal,14,1000,Forward
372,372,Pipe,3,12,Normal,15,50,Forward
373,373,Slinky,3,14,Normal,25,50,Forward
374,374,Normal,3,19,Normal,43,200,Forward
375,375,Normal,3,12,Normal,22,200,Forward
376,376,Normal,3,19,Normal,45,200,Reverse
377,377,Normal,3,14,Normal,8,200,Reverse
378,378,Fuzzy,3,19,Normal,15,1000,Forward
379,379,Bold,3,14,Normal,22,200,Forward
380,380,Normal,3,15,Normal,7,200,Forward
381,381,Normal,3,17,Normal,22,200,Forward
382,382,Normal,3,18,Normal,45,200,Forward
383,383,Slinky,3,18,Normal,29,50,Reverse
384,384,Normal,3,19,Normal,34,200,Reverse
385,385,Ribbed,3,14,Normal,41,200,Forward
386,386,Normal,3,16,Normal,15,200,Reverse
387,387,Normal,3,16,Normal,12,200,Reverse
388,388,Slinky,3,19,Normal,12,50,Forward
389,389,Normal,3,18,Normal,17,200,Forward
390,390,Normal,3,18,Normal,5,200,Forward
391,391,Normal,3,19,Normal,20,200,Forward
392,392,Normal,3,12,Normal,5,200,Reverse
393,393,Slinky,3,17,Normal,6,50,Forward
394,394,Normal,3,14,Normal,27,200,Forward
395,395,Normal,3,17,Normal,18,200,Reverse
396,396,Ribbed,3,15,Normal,18,200,Reverse
397,397,Normal,3,14,Perfect Spectrum,11,200,Reverse
398,398,Ribbed,3,14,Normal,6,200,Reverse
399,399,Slinky,3,17,Normal,41,50,Reverse
400,400,Fuzzy,3,12,Normal,35,1000,Reverse
401,401,Fuzzy,3,19,Normal,7,1000,Forward
402,402,Normal,3,18,Normal,10,200,Reverse
403,403,Normal,3,18,Normal,17,200,Reverse
404,404,Ribbed,3,15,Normal,27,200,Forward
405,405,Normal,3,12,Normal,32,200,Reverse
406,406,Normal,3,14,Normal,37,200,Forward
407,407,Slinky,3,12,Normal,12,50,Forward
408,408,Slinky,3,19,Normal,6,50,Forward
409,409,Normal,3,18,Normal,37,200,Forward
410,410,Normal,3,19,Normal,46,200,Forward
411,411,Slinky,3,17,Normal,35,50,Forward
412,412,Normal,3,12,Normal,16,200,Reverse
413,413,Fuzzy,3,15,Normal,38,1000,Reverse
414,414,Normal,3,12,Normal,26,200,Forward
415,415,Normal,3,18,Normal,26,200,Reverse
416,416,Normal,3,12,Normal,35,200,Forward
417,417,Normal,3,13,Normal,28,200,Forward
418,418,Slinky,3,19,Normal,21,50,Reverse
419,419,Normal,3,17,Normal,45,200,Forward
420,420,Fuzzy,3,13,Normal,41,1000,Reverse
421,421,Normal,3,19,Normal,49,200,Reverse
422,422,Normal,3,14,Normal,37,200,Reverse
423,423,Fuzzy,3,12,Normal,9,1000,Forward
424,424,Normal,3,15,Normal,29,200,Reverse
425,425,Normal,3,12,Normal,11,200,Reverse
426,426,Fuzzy,3,19,Normal,41,1000,Reverse
427,427,Normal,3,19,Normal,39,200,Reverse
428,428,Pipe,3,14,Normal,17,50,Forward
429,429,Normal,3,17,Normal,6,200,Reverse
430,430,Normal,3,13,Normal,8,200,Forward
431,431,Normal,3,16,Normal,14,200,Forward
432,432,Slinky,3,18,Normal,16,50,Reverse
433,433,Fuzzy,3,14,Normal,43,1000,Forward
434,434,Normal,3,16,Normal,24,200,Reverse
435,435,Normal,3,13,Normal,28,200,Reverse
436,436,Fuzzy,3,13,Normal,23,1000,Forward
437,437,Normal,3,17,Normal,9,200,Forward
438,438,Normal,3,18,Normal,47,200,Reverse
439,439,Normal,3,12,Normal,25,200,Forward
440,440,Normal,3,17,Normal,8,200,Forward
441,441,Normal,3,18,Normal,48,200,Reverse
442,442,Bold,3,19,HyperRainbow,0.5,200,Forward
443,443,Normal,3,14,Normal,6,200,Forward
444,444,Slinky,3,12,Normal,49,50,Forward
445,445,Fuzzy,3,13,Normal,30,1000,Forward
446,446,Normal,3,17,Normal,18,200,Forward
447,447,Normal,3,13,Normal,43,200,Forward
448,448,Fuzzy,3,15,Normal,9,1000,Forward
449,449,Bold,3,16,Normal,47,200,Reverse
450,450,Normal,3,14,Perfect Spectrum,11,200,Forward
451,451,Normal,3,17,Normal,43,200,Forward
452,452,Fuzzy,3,20,Normal,17,1000,Forward
453,453,Normal,3,15,Normal,41,200,Reverse
454,454,Bold,3,13,Normal,30,200,Reverse
455,455,Slinky,3,18,Normal,16,50,Forward
456,456,Normal,3,17,Normal,48,200,Reverse
457,457,Normal,3,18,Normal,36,200,Reverse
458,458,Bold,3,19,Normal,23,200,Forward
459,459,Bold,3,16,Normal,15,200,Reverse
460,460,Normal,3,16,Normal,39,200,Reverse
461,461,Normal,3,17,Normal,41,200,Forward
462,462,Normal,3,16,Normal,15,200,Forward
463,463,Normal,3,14,Perfect Spectrum,11,200,Forward
464,464,Normal,3,16,Normal,40,200,Reverse
465,465,Normal,4,16,Normal,48,200,Forward
466,466,Ribbed,3,17,Normal,15,200,Reverse
467,467,Normal,3,19,Normal,37,200,Reverse
468,468,Slinky,3,13,Normal,12,50,Reverse
469,469,Normal,3,13,Normal,47,200,Reverse
470,470,Normal,3,19,Normal,20,200,Reverse
471,471,Normal,3,12,Normal,9,200,Reverse
472,472,Normal,3,12,Normal,17,200,Forward
473,473,Ribbed,3,12,Normal,46,200,Forward
474,474,Fuzzy,3,12,Normal,20,1000,Reverse
475,475,Fuzzy,3,13,Normal,12,1000,Forward
476,476,Normal,3,14,Normal,33,200,Forward
477,477,Normal,3,12,Normal,10,200,Forward
478,478,Fuzzy,3,18,Normal,46,1000,Forward
479,479,Slinky,3,13,Normal,16,50,Forward
480,480,Normal,3,13,Normal,42,200,Forward
481,481,Fuzzy,3,16,Normal,38,1000,Forward
482,482,Normal,3,19,Normal,9,200,Forward
483,483,Normal,3,13,Normal,31,200,Reverse
484,484,Normal,3,18,Normal,49,200,Reverse
485,485,Fuzzy,3,16,Normal,6,1000,Reverse
486,486,Normal,3,15,Normal,48,200,Reverse
487,487,Normal,3,16,Normal,27,200,Forward
488,488,Ribbed,3,19,Normal,14,200,Forward
489,489,Normal,3,15,Normal,42,200,Reverse
490,490,Slinky,3,12,Normal,34,50,Reverse
491,491,Normal,3,18,Normal,43,200,Reverse
492,492,Pipe,3,13,Normal,28,50,Forward
493,493,Fuzzy,3,15,Normal,21,1000,Reverse
494,494,Normal,3,18,Normal,22,200,Reverse
495,495,Ribbed,3,12,Normal,6,200,Reverse
496,496,Fuzzy,3,13,Normal,39,1000,Reverse
497,497,Normal,3,14,Normal,13,200,Forward
498,498,Normal,3,18,Normal,7,200,Forward
499,499,Pipe,3,13,Normal,36,50,Reverse
500,500,Normal,3,14,Normal,21,200,Forward
501,501,Slinky,3,14,Normal,16,50,Reverse
502,502,Normal,3,17,Normal,14,200,Forward
503,503,Slinky,3,14,Normal,23,50,Reverse
504,504,Normal,3,14,Normal,12,200,Forward
505,505,Normal,3,16,Normal,44,200,Forward
506,506,Normal,3,13,Normal,35,200,Forward
507,507,Normal,3,14,Normal,33,200,Forward
508,508,Normal,3,16,Normal,44,200,Forward
509,509,Normal,3,12,Normal,41,200,Reverse
510,510,Normal,3,17,Normal,44,200,Reverse
511,511,Normal,3,16,Normal,29,200,Reverse
512,512,Slinky,3,18,Normal,47,50,Reverse
513,513,Normal,3,12,Normal,20,200,Reverse
514,514,Normal,3,16,Normal,26,200,Reverse
515,515,Fuzzy,3,13,Normal,12,1000,Forward
516,516,Slinky,3,19,Normal,13,50,Reverse
517,517,Normal,3,17,Normal,18,200,Reverse
518,518,Fuzzy,3,15,Normal,20,1000,Forward
519,519,Normal,3,13,Normal,38,200,Forward
520,520,Normal,3,18,Normal,44,200,Reverse
521,521,Normal,3,18,Normal,13,200,Forward
522,522,Fuzzy,3,15,Normal,24,1000,Reverse
523,523,Slinky,3,16,Normal,25,50,Forward
524,524,Normal,3,13,Normal,14,200,Forward
525,525,Slinky,3,18,Normal,7,50,Reverse
526,526,Normal,3,18,Normal,24,200,Reverse
527,527,Normal,3,19,Normal,30,200,Reverse
528,528,Normal,3,19,Normal,39,200,Forward
529,529,Normal,3,19,Normal,34,200,Forward
530,530,Normal,3,13,Normal,24,200,Forward
531,531,Normal,3,19,Full Spectrum,15,200,Reverse
532,532,Slinky,3,13,Normal,44,50,Forward
533,533,Normal,3,15,Normal,35,200,Forward
534,534,Slinky,3,15,Normal,9,50,Forward
535,535,Fuzzy,3,12,Normal,17,1000,Forward
536,536,Normal,3,13,Normal,36,200,Reverse
537,537,Normal,3,13,Normal,47,200,Reverse
538,538,Normal,3,17,Normal,38,200,Reverse
539,539,Normal,3,13,Normal,48,200,Reverse
540,540,Normal,3,15,Normal,22,200,Forward
541,541,Normal,3,13,Normal,32,200,Forward
542,542,Normal,3,19,Normal,42,200,Forward
543,543,Normal,3,18,Normal,19,200,Reverse
544,544,Normal,3,14,Normal,17,200,Forward
545,545,Normal,3,14,Perfect Spectrum,11,200,Forward
546,546,Normal,3,15,Normal,36,200,Reverse
547,547,Normal,3,13,Normal,28,200,Reverse
548,548,Normal,3,14,Normal,10,200,Reverse
549,549,Normal,3,17,Normal,15,200,Reverse
550,550,Normal,3,12,Normal,40,200,Forward
551,551,Normal,3,16,Normal,45,200,Forward
